kode_rs,nama_rs,alamat,telepon,kode_bps,kelas,kepemilikan,pemilik_raw,jenis_rs,lat,lng,is_valid_coord,needs_geocoding,sumber_data,coverage_periode
3578144,RS Marinir Ewa Pangalila Gunungsari,Jl. Golf 1 No. 1,081232331626,3578,C,tni_polri,TNI AL,RSU,-7.305853,112.71273,1,0,SIRS Kemenkes,2026-LIVE
3578166,RS Soemitro Lanud Moeljono Surabaya,Jl.Serayu No. 17 Surabaya,5669514,3578,D,tni_polri,TNI AU,RSU,-7.29159,112.740784,1,0,SIRS Kemenkes,2026-LIVE
3578192,RS Jiwa Menur,Jl. Raya Menur No. 120,031-5021635,3578,A,pemerintah,Pemprop,RSK Jiwa,-7.28566,112.76224,1,0,SIRS Kemenkes,2026-LIVE
3578202,RS Mata Undaan,Undaan Kulon 19,031-5319619,3578,B,swasta,Organisasi Sosial,RSK Mata,-7.254178,112.743531,1,0,SIRS Kemenkes,2026-LIVE
3578261,RS Ibu dan Anak IBI Surabaya,Jl. Dupak No. 15A,031 - 5323837,3578,C,swasta,Organisasi Sosial,RSIA,-7.245317,112.727812,1,0,SIRS Kemenkes,2026-LIVE
3578443,RS Umum Siloam Hospitals Surabaya,Jalan Raya Gubeng 70 dan 88,1-500-911,3578,B,swasta,SWASTA/LAINNYA,RSU,-7.273883,112.74645,1,0,SIRS Kemenkes,2026-LIVE
3578476,RS Al Irsyad Surabaya,Jl. KHM.Mansyur No. 210 - 214 dan 191,031-3531223,3578,C,swasta,Organisasi Sosial,RSU,-7.2279,112.741,1,0,SIRS Kemenkes,2026-LIVE
3578523,RS Umum Daerah Haji Provinsi Jawa Timur,Jl. Manyar Kertoadi No.10,031-5924000,3578,B,pemerintah,Pemprop,RSU,-7.28309,112.77972,1,0,SIRS Kemenkes,2026-LIVE
3578556,RS Premier Surabaya,Jl. Nginden Intan Barat B,031-5993211,3578,B,swasta,SWASTA/LAINNYA,RSU,-7.3047,112.765,1,0,SIRS Kemenkes,2026-LIVE
3578560,RS Husada Utama Surabaya,Jl. Prof. Dr. Moestopo 31-33-35 Surabaya,031-5017975,3578,B,swasta,SWASTA/LAINNYA,RSU,-7.2655,112.756,1,0,SIRS Kemenkes,2026-LIVE
3578571,RS Umum Daerah dr. Mohamad Soewandhie,Jl. Tambakrejo No. 45-47,(031) 3717141,3578,B,pemerintah,Pemkot,RSU,-7.245621,112.758002,1,0,SIRS Kemenkes,2026-LIVE
3578582,RS Umum Mitra Keluarga Surabaya,Jl. Satelit Indah II darmo satelit,031-7345333,3578,B,swasta,SWASTA/LAINNYA,RSU,-7.2668,112.691,1,0,SIRS Kemenkes,2026-LIVE
3578593,RS Ibu dan Anak Pura Raharja,JL. PUCANG ADI NO.12-14,0315019898,3578,C,swasta,Organisasi Sosial,RSIA,-7.283186,112.752747,1,0,SIRS Kemenkes,2026-LIVE
3578603,RS Gotong Royong,Jl.Medokan Semampir Indah No. 97,"031-5939693, 59",3578,C,swasta,Organisasi Sosial,RSU,-7.307446,112.787617,1,0,SIRS Kemenkes,2026-LIVE
3578614,RS Bhakti Rahayu,Jl. Ketintang Madya I/16,031-8295922,3578,C,swasta,SWASTA/LAINNYA,RSU,-7.311743,112.722983,1,0,SIRS Kemenkes,2026-LIVE
3578625,RS Gigi dan Mulut FKG Universitas Airlangga,Jl. Prof Dr. Moestopo 47 Surabaya,"5053196, 505319",3578,B,pemerintah,Kementerian Lain,RSK GM,-7.2646,112.757,1,0,SIRS Kemenkes,2026-LIVE
3578731,RS Gigi dan Mulut Nala Husada,JALAN ARIEF RAHMAN HAKIM NO 150,031-59173300,3578,B,swasta,Organisasi Sosial,RSK GM,-7.290508,112.795445,1,0,SIRS Kemenkes,2026-LIVE
3578742,RS Islam Darus Syifa,Jl. Raya Benowo No.5,7406293,3578,C,swasta,Organisasi Sosial,RSU,-7.241728,112.610509,1,0,SIRS Kemenkes,2026-LIVE
3578753,RS Onkologi,"Jalan Arief Rahman Hakim No. 184 (Araya Galaxi Bumi Permai Blok A2 no. 5,6,7)",031-5914855,3578,C,swasta,SWASTA/LAINNYA,RSK KANKER,-7.2907,112.789,1,0,SIRS Kemenkes,2026-LIVE
3578764,RS Bhayangkara TK II HS. Samsoeri Mertojoso,Jl. A. Yani No. 116,318292227,3578,B,tni_polri,POLRI,RSU,-7.324661,112.729066,1,0,SIRS Kemenkes,2026-LIVE
3507085,RS Umum Daerah Lawang,JL. R.A. Kartini No. 5,0341-426072,3507,C,pemerintah,Pemkab,RSU,-7.832022,112.695407,1,0,SIRS Kemenkes,2026-LIVE
3515121,RS Umum Anwar Medika,Jl. Raya By Pass Krian KM 33,0318972052,3515,C,swasta,Organisasi Sosial,RSU,-7.40758,112.556562,1,0,SIRS Kemenkes,2026-LIVE
3517087,RS Unipdu Medika Jombang,Jl. Raya Peterongan - Jogoroto Km.0.5,(0321)873699,3517,D,swasta,SWASTA/LAINNYA,RSU,-7.548121,112.282862,1,0,SIRS Kemenkes,2026-LIVE
3578213,RS Umum Daerah Bhakti Dharma Husada,Raya Kendung No.115-117,031-7409135,3578,B,pemerintah,Pemkot,RSU,-7.264666,112.643277,1,0,SIRS Kemenkes,2026-LIVE
3578224,RS Umum Islam Surabaya Jemursari,Jalan Jemursari Nomor 51-57,(031) 8471877,3578,B,swasta,SWASTA/LAINNYA,RSU,-7.322839,112.739971,1,0,SIRS Kemenkes,2026-LIVE
3578235,RS Bunda,Jalan Kandangan No.74,089618668456,3578,D,swasta,SWASTA/LAINNYA,RSU,-7.251722,112.650461,1,0,SIRS Kemenkes,2026-LIVE
3505024,RS Umum Aulia Blitar,Jl. Raya Utara No. 3,(0342) 444168,3505,D,swasta,SWASTA/LAINNYA,RSU,-8.160549,112.217721,1,0,SIRS Kemenkes,2026-LIVE
3504056,RS Umum Era Medika,Jl. Raya Pulosari No.13,(0355) 396566,3504,C,swasta,SWASTA/LAINNYA,RSU,-8.099021,112.002791,1,0,SIRS Kemenkes,2026-LIVE
3504057,RS Ibu dan Anak Fauziah,Jalan dr soetomo No. 47,(0355)326515,3504,C,swasta,SWASTA/LAINNYA,RSIA,-8.070033,111.894822,1,0,SIRS Kemenkes,2026-LIVE
3578246,RS Muji Rahayu,Jl. Raya Manukan Wetan Nomor 68 - 68 A,(031) 7404132,3578,D,swasta,SWASTA/LAINNYA,RSU,-7.25711,112.67096,1,0,SIRS Kemenkes,2026-LIVE
3505035,RS Umum Ananda,Jl. Mastrip No. 14,0342-553472,3505,C,swasta,SWASTA/LAINNYA,RSU,-8.060897,112.062165,1,0,SIRS Kemenkes,2026-LIVE
3524042,RS Umum Daerah Ngimbang,Jl. Raya Babat-Jombang No.227,(0322)454056,3524,C,pemerintah,Pemkab,RSU,-7.28904,112.215705,1,0,SIRS Kemenkes,2026-LIVE
3506058,RS Umum Arga Husada,Jl Raya Branggahan no 100,0354-476376,3506,D,swasta,Organisasi Sosial,RSU,-7.912115,111.983218,1,0,SIRS Kemenkes,2026-LIVE
3572065,RS Umum Aminah Blitar,Jl. Veteran No. 39,(0342) 816304,3572,C,swasta,Organisasi Islam,RSU,-8.101448,112.16923,1,0,SIRS Kemenkes,2026-LIVE
3506047,RS Umum Muhammadiyah Surya Melati,Jl. Raya,(0354) 441748,3506,D,swasta,SWASTA/LAINNYA,RSU,-7.91812,112.069923,1,0,SIRS Kemenkes,2026-LIVE
3518045,RS Umum Bhayangkara Tk. III Nganjuk,Jl. Abdul Rahman Saleh 56,0358-321896,3518,C,tni_polri,POLRI,RSU,-7.599994,111.894733,1,0,SIRS Kemenkes,2026-LIVE
3577052,RS Ibu dan Anak Al Hasanah,Jl. Sri Rejeki No. 91B,0351-463173,3577,C,swasta,SWASTA/LAINNYA,RSIA,-7.618637,111.53713,1,0,SIRS Kemenkes,2026-LIVE
3507096,RS Umum Wava Husada,Jln. Panglima Sudirman 99a,(0341) 393000,3507,B,swasta,SWASTA/LAINNYA,RSU,-8.116252,112.574256,1,0,SIRS Kemenkes,2026-LIVE
3506059,RS Muhammadiyah Siti Khodijah,JL. Dr. Soetomo 322 Sukorejo,0354 545481,3506,D,swasta,SWASTA/LAINNYA,RSU,-7.80963,112.092848,1,0,SIRS Kemenkes,2026-LIVE
3579002,RS Umum dr. Etty Asharto Batu,Jl. Sajid No 44,0341591054,3579,D,swasta,SWASTA/LAINNYA,RSU,-7.868288,112.511625,1,0,SIRS Kemenkes,2026-LIVE
3508054,RS Bhayangkara Lumajang,JL. KYAI ILYAS NO. 7,0334-881646,3508,C,tni_polri,POLRI,RSU,-8.133253,113.221877,1,0,SIRS Kemenkes,2026-LIVE
3523053,RS Nahdlatul Ulama Tuban,Jl. Letda Sucipto No. 211,(0356) 328299,3523,C,swasta,SWASTA/LAINNYA,RSU,-6.883738,112.021651,1,0,SIRS Kemenkes,2026-LIVE
3508055,RS Umum Djatiroto,"JL. PB SUDIRMAN NO. 81, RT. 002 RW. 001",0334-321004,3508,C,pemerintah,BUMN,RSU,-8.118403,113.359144,1,0,SIRS Kemenkes,2026-LIVE
3578322,RS Umum Daerah Husada Prima,Jl. Karang Tembok No. 39,(031) 3713836,3578,C,pemerintah,Pemprop,RSU,,,0,1,SIRS Kemenkes,2026-LIVE
3578766,RS Wiyung Sejahtera,Jl. Karangan PDAM Nomor 1-3,(031) 7532653,3578,C,swasta,SWASTA/LAINNYA,RSU,-7.323648,112.679322,1,0,SIRS Kemenkes,2026-LIVE
3578767,RS Ibu dan Anak Cempaka Putih Permata,"Jl. Jambangan Kebon Agung No. 8, Jambangan, Surabaya, Jawa Timur",(031) 8282350,3578,C,swasta,Perusahaan,RSIA,-7.33605,112.724884,1,0,SIRS Kemenkes,2026-LIVE
3578768,RS Ibu dan Anak Lombok Dua Dua Lontar,Jl. Lontar No. 206 (lama Jl. Raya Lontar No. 109),"(031) 7526071,",3578,C,swasta,Perusahaan,RSIA,-7.284559,112.669538,1,0,SIRS Kemenkes,2026-LIVE
3578770,RS Wijaya Surabaya,Jl. Raya Menganti No. 398,(031) 7523087,3578,D,swasta,Organisasi Sosial,RSU,,,0,1,SIRS Kemenkes,2026-LIVE
3578771,RS Ibu dan Anak Putri Surabaya,Jl. Arief Rahman Hakim No. 130,(031) 5999987,3578,C,swasta,SWASTA/LAINNYA,RSIA,-7.290889,112.78267,1,0,SIRS Kemenkes,2026-LIVE
3504068,RS Umum Bhayangkara Tulungagung,Jl. I Gusti Ngurah Rai 25 - 27,0355 - 331649,3504,C,tni_polri,POLRI,RSU,-8.06742,111.90752,1,0,SIRS Kemenkes,2026-LIVE
3504069,RS Umum Satiti Prima Husada,Jl. Kalidawir-Panjerejo,(0355) 591637,3504,D,swasta,SWASTA/LAINNYA,RSU,-8.140339,111.981998,1,0,SIRS Kemenkes,2026-LIVE
3504070,RS Umum Islam Madinah,Jl. Jatiwayang LK 02,0355 - 3491131,3504,D,swasta,SWASTA/LAINNYA,RSU,-8.112662,112.014348,1,0,SIRS Kemenkes,2026-LIVE
3573097,RS Ibu dan Anak Husada Bunda,JALAN PAHLAWAN TRIP NO 2,(0341) 566972 /,3573,C,swasta,SWASTA/LAINNYA,RSIA,-7.973007,112.610169,1,0,SIRS Kemenkes,2026-LIVE
3516032,RS Sido Waras,Jalan Raya Pasar Sawahan,081333801117,3516,C,swasta,Perusahaan,RSU,-7.499275,112.498483,1,0,SIRS Kemenkes,2026-LIVE
3506060,RS Ibu dan Anak Kasih Bunda,Jalan Jaya Wijaya No. 1,0354 - 395777,3506,C,swasta,SWASTA/LAINNYA,RSIA,-7.769771,112.190865,1,0,SIRS Kemenkes,2026-LIVE
3515123,RS Umum Usada,Jl. Jeruk 117,031 - 8539671,3515,D,swasta,Perusahaan,RSU,-7.370455,112.71315,1,0,SIRS Kemenkes,2026-LIVE
3518046,RS Islam Aisyiyah Nganjuk,"Jl. Imam Bonjol No. 20 Nganjuk, Kelurahan Payaman, Kecamatan Nganjuk, Kabupaten Nganjuk Provinsi Jawa Timur",(0358) 324024,3518,D,swasta,Organisasi Islam,RSU,-7.5966,111.895004,1,0,SIRS Kemenkes,2026-LIVE
3515125,RS Ibu dan Anak Kirana,Jl. Raya Ngelom No.87,031 - 7881623,3515,C,swasta,Perusahaan,RSIA,-7.353139,112.702259,1,0,SIRS Kemenkes,2026-LIVE
3577086,RS Umum Griya Husada Madiun,Jl. Mayjen DI Panjaitan No. 22,(0351) 472801,3577,C,swasta,SWASTA/LAINNYA,RSU,-7.644267,111.534894,1,0,SIRS Kemenkes,2026-LIVE
3516033,RS Islam Arofah,"Jl. Gajah Mada No.1 Kec. Mojosari, Kab. Mojokerto",0321 - 596900,3516,D,swasta,SWASTA/LAINNYA,RSU,-7.51273,112.55357,1,0,SIRS Kemenkes,2026-LIVE
3515126,RS Umum Al-Islam H. M. Mawardi,"Jl. Kyai Mojo No. 12 A Jerukgamping, Krian, Sidoarjo",(031) 8987330,3515,C,swasta,Organisasi Islam,RSU,-7.416953,112.583333,1,0,SIRS Kemenkes,2026-LIVE
3576074,RS Kamar Medika,Jalan Empunala No. 351,0321 - 330066,3576,D,swasta,Perusahaan,RSU,-7.46492,112.451321,1,0,SIRS Kemenkes,2026-LIVE
3579003,RS Bhayangkara Hasta Brata Batu,Jl. Kartini No 1,0341-597023,3579,C,tni_polri,POLRI,RSU,-7.871682,112.524041,1,0,SIRS Kemenkes,2026-LIVE
3519024,RS Umum Daerah Dolopo,Jl. Raya Dolopo No. 117,0351 365200,3519,C,pemerintah,Pemkab,RSU,-7.746355,111.532442,1,0,SIRS Kemenkes,2026-LIVE
3573243,RS Ibu dan Anak Mardi Waloeja Kauman Malang,"Jl. Kauman No.23, Malang",(0341 ) 362304,3573,C,swasta,SWASTA/LAINNYA,RSIA,-7.982979,112.627811,1,0,SIRS Kemenkes,2026-LIVE
3513025,RS Ibu dan Anak Fatimah Kraksaan,Jalan Letjend Suprapto Nomor 55.,(0335) 841993,3513,C,swasta,SWASTA/LAINNYA,RSIA,-7.764515,113.41244,1,0,SIRS Kemenkes,2026-LIVE
3503045,RS Ibu dan Anak HST,Jl. Dr. Soetomo 39A,0355 - 794590,3503,C,swasta,Organisasi Sosial,RSIA,-7.280135,112.634764,1,0,SIRS Kemenkes,2026-LIVE
3507098,RS Mitra Delima,Jl. Raya Bulupayung No. 1B,0341 - 805183,3507,C,swasta,SWASTA/LAINNYA,RSU,-8.111988,112.636422,1,0,SIRS Kemenkes,2026-LIVE
3525088,RS Muhammadiyah Gresik,JL.KH.KHOLIL 88,0313981275,3525,C,swasta,Organisasi Islam,RSU,-7.150591,112.654862,1,0,SIRS Kemenkes,2026-LIVE
3571145,RS Ibu dan Anak Citra Keluarga,Jl. Urip Sumoharjo No. 189,0354 - 686428,3571,C,swasta,SWASTA/LAINNYA,RSIA,-7.83473,112.01003,1,0,SIRS Kemenkes,2026-LIVE
3516075,RS Mawaddah Medika,"Jl. Raya Ngijingan RT 001 RW 001, Desa Purwojati",0321 - 596666,3516,C,swasta,Perusahaan,RSU,-7.529318,112.598219,1,0,SIRS Kemenkes,2026-LIVE
3573244,RS Puri Galeri,Jl. Taman Slamet No. 18-20,0341 - 325329,3573,C,swasta,SWASTA/LAINNYA,RSU,-7.974625,112.621797,1,0,SIRS Kemenkes,2026-LIVE
3507099,RS Prasetya Husada,Jl. Raya Ngijo No.25,0341 - 460558,3507,C,swasta,SWASTA/LAINNYA,RSU,-7.904705,112.608568,1,0,SIRS Kemenkes,2026-LIVE
3507100,RS Siti Miriam,Jl. dr. Wahidin No.101,0341 - 426057,3507,D,swasta,SWASTA/LAINNYA,RSU,-7.848209,112.696614,1,0,SIRS Kemenkes,2026-LIVE
3573246,RS Umum Hermina Tangkubanprahu,Jl. Tangkubanprahu No. 31-33,0341 - 325082,3573,C,swasta,SWASTA/LAINNYA,RSU,-7.978185,112.624495,1,0,SIRS Kemenkes,2026-LIVE
3573247,RS Ibu dan Anak Permata Hati,Jl. Danau Toba E VI No.16 - 17 Sawojajar,0341 - 718068,3573,C,swasta,SWASTA/LAINNYA,RSIA,-7.9801,112.661,1,0,SIRS Kemenkes,2026-LIVE
3515127,RS Umum Assakinah Medika,"Jl. Raya Sidoarjo 14, Kebonagung, Sukodono",031 - 8832354,3515,D,swasta,Perusahaan,RSU,-7.414461,112.674436,1,0,SIRS Kemenkes,2026-LIVE
3507248,RS Bedah Hasta Husada,Jl. Bromo No. 98-100,0341 - 399499,3507,C,swasta,SWASTA/LAINNYA,RSK BEDAH,-8.124379,112.565874,1,0,SIRS Kemenkes,2026-LIVE
3573249,RS Umum Permata Bunda,Jl. Soekarno Hatta No. 75 Malang,0341 - 407462,3573,D,swasta,Perusahaan,RSU,-7.938881,112.624871,1,0,SIRS Kemenkes,2026-LIVE
3571146,RS Umum Lirboyo,Jl. Dr.Saharjo RT.11 RW.02,0354 - 778165,3571,D,swasta,SWASTA/LAINNYA,RSU,,,0,1,SIRS Kemenkes,2026-LIVE
3571147,RS Umum Ratih,Jl. Penanggungan No.32,0354 - 779500,3571,D,swasta,SWASTA/LAINNYA,RSU,-7.820232,111.998275,1,0,SIRS Kemenkes,2026-LIVE
3522059,RS Bhayangkara Wahyu Tutuko Bojonegoro,Jl. Panglima Sudirman No 168-169,0353 - 888780,3522,C,tni_polri,POLRI,RSU,-7.15172,111.873796,1,0,SIRS Kemenkes,2026-LIVE
3522060,RS Muhammadiyah Kalitidu,Jalan Raya Kalitidu Nomor 266,0353511731,3522,D,swasta,SWASTA/LAINNYA,RSU,-7.129213,111.763813,1,0,SIRS Kemenkes,2026-LIVE
3573250,RS Ibu dan Anak Puri Bunda,Jl. Simpang Sulfat Utara No. 60 A,(0341)480047,3573,C,swasta,SWASTA/LAINNYA,RSIA,-7.958757,112.655469,1,0,SIRS Kemenkes,2026-LIVE
3578772,RS Manyar Medical Centre,Jl. Manyar No.9,0315999369,3578,C,swasta,Perusahaan,RSU,-7.289142,112.760637,1,0,SIRS Kemenkes,2026-LIVE
3571148,RS Ibu dan Anak Melinda,JL BALOWERTI,0354 - 691016/,3571,C,swasta,SWASTA/LAINNYA,RSIA,-7.809484,112.012265,1,0,SIRS Kemenkes,2026-LIVE
3520013,RS Umum Bhakti Persada,Jl. Pasar Legi No. 145,0351 - 869384,3520,D,swasta,SWASTA/LAINNYA,RSU,,,0,1,SIRS Kemenkes,2026-LIVE
3512035,RS Umum Fatimah Lamongan,Jl. Pahlawan Selatan No. 18,082230832590,3512,C,swasta,SWASTA/LAINNYA,RSU,-7.120635,112.402116,1,0,SIRS Kemenkes,2026-LIVE
3506062,RS Umum Aura Syifa,Jl. Joyoboyo 42 Dsn. Dlopo Desa Karangrejo Kecamatan Ngasem,0354 - 698236,3506,C,swasta,Perusahaan,RSU,-7.822111,112.029506,1,0,SIRS Kemenkes,2026-LIVE
3510103,RS Al Huda,Jl. Raya Gambiran No. 225,(0333) 842034,3510,C,swasta,SWASTA/LAINNYA,RSU,-8.376881,114.146894,1,0,SIRS Kemenkes,2026-LIVE
3515122,RS Umum Mitra Keluarga Waru,Jl. Jend. S. Parman No. 8 Waru,1 500 247,3515,B,swasta,Perusahaan,RSU,-7.362807,112.728662,1,0,SIRS Kemenkes,2026-LIVE
3509135,RS Bina Sehat Jember,Jl. Jayanegara 7,0331 422701,3509,C,swasta,SWASTA/LAINNYA,RSU,-8.180509,113.68493,1,0,SIRS Kemenkes,2026-LIVE
3504071,RS Umum Muhammadiyah Bandung,Jl. Panglima Sudirman No. 42,(0355) 532760,3504,D,swasta,Organisasi Islam,RSU,-8.168861,111.783069,1,0,SIRS Kemenkes,2026-LIVE
3515129,RS Ibu dan Anak Soerya,Jalan Raya Kalijaten Nomor 11-15,031-7885011,3515,C,swasta,Perusahaan,RSIA,-7.360948,112.680191,1,0,SIRS Kemenkes,2026-LIVE
3528025,RS Umum Asyifa Husada Pamekasan,Jl. Mandilaras No. 88-90,0324 - 334100,3528,D,swasta,SWASTA/LAINNYA,RSU,-7.155219,113.481577,1,0,SIRS Kemenkes,2026-LIVE
3573252,RS Ibu dan Anak Mutiara Bunda,Jalan Ciujung No. 19 Malang,0341 - 400403,3573,C,swasta,SWASTA/LAINNYA,RSIA,-7.953369,112.641044,1,0,SIRS Kemenkes,2026-LIVE
3508056,RS Islam Lumajang,JALAN KYAI MUKSIN NOMOR 19,0334-887999,3508,C,swasta,SWASTA/LAINNYA,RSU,-8.133994,113.219985,1,0,SIRS Kemenkes,2026-LIVE
3573253,RS Ibu dan Anak Melati Husada,"Jl. Kawi No. 32 dan 34, Jl. Taman Slamet No. 31 - 34",082223332150,3573,C,swasta,SWASTA/LAINNYA,RSIA,-7.9761,112.621361,1,0,SIRS Kemenkes,2026-LIVE
3515130,RS Umum Prima Husada,Jl. Letjen Suprapto No. 03,031-8672303,3515,D,swasta,SWASTA/LAINNYA,RSU,-7.352731,112.766234,1,0,SIRS Kemenkes,2026-LIVE
3513026,RS Umum Wonolangan,Jalan RayaDringu Nomor 118,(0335) 424007,3513,C,swasta,SWASTA/LAINNYA,RSU,-7.768215,113.247679,1,0,SIRS Kemenkes,2026-LIVE
3510104,RS Umum PKU Muhammadiyah Rogojampi,Jalan P. Diponegoro Nomor 20,(0333)631149,3510,D,swasta,SWASTA/LAINNYA,RSU,-8.304638,114.295651,1,0,SIRS Kemenkes,2026-LIVE
3502146,RS Umum Muslimat Ponorogo,Jl. Jend. A. Yani 155,081 132 009 955,3502,C,swasta,SWASTA/LAINNYA,RSU,-7.877586,111.469861,1,0,SIRS Kemenkes,2026-LIVE
3515131,RS Umum Citra Medika,Jl.Raya Surabaya Mojokerto KM.44,(0321) 361000,3515,C,swasta,SWASTA/LAINNYA,RSU,-7.43291,112.463615,1,0,SIRS Kemenkes,2026-LIVE
3578773,RS Ibu dan Anak Bantuan 05.08.05 Surabaya,Jl. Gubeng Pojok No.21,031-5310069,3578,C,tni_polri,TNI AD,RSIA,-7.274276,112.751699,1,0,SIRS Kemenkes,2026-LIVE
3578774,RS Ibu dan Anak Nur Ummi Numbi,Jl. Manukan Tengah 51 J/ 4-6,031-7404391,3578,C,swasta,Perusahaan,RSIA,,,0,1,SIRS Kemenkes,2026-LIVE
3525089,RS Umum Mabarrot MWC NU,Jl. Raya Bungah Dukun No. 1D,031-35949000,3525,D,swasta,Organisasi Islam,RSU,-7.046957,112.558497,1,0,SIRS Kemenkes,2026-LIVE
3511012,RS Bhayangkara Bondowoso,JALAN JENDERAL SUCIPTO JUDODIHARJO NON 12,332433431,3511,C,tni_polri,POLRI,RSU,-7.915953,113.815803,1,0,SIRS Kemenkes,2026-LIVE
3522061,RS Ibnu Sina Bojonegoro,Jalan Lisman No.7,(0353) 883238,3522,D,swasta,Perusahaan,RSU,-7.2489,112.7482,1,0,SIRS Kemenkes,2026-LIVE
3515132,RS Umum Rahman Rahim,Jl. Raya Saimbang No. 277,031 - 8830010,3515,D,swasta,SWASTA/LAINNYA,RSU,-7.421044,112.671356,1,0,SIRS Kemenkes,2026-LIVE
3515133,RS Ibu dan Anak Metro Hospitals Sidoarjo,Jl. Raya Seruni No. 159 Desa Sruni Kecamatan Gedangan Kabupaten Sidoarjo Provinsi Jawa Timur,031-8917479,3515,C,swasta,SWASTA/LAINNYA,RSIA,-7.401015,112.726945,1,0,SIRS Kemenkes,2026-LIVE
3515134,RS Ibu dan Anak Buah Delima,Jl. Sunandar Priyo Sudarmo No. 154,031-8056911,3515,C,swasta,Organisasi Sosial,RSIA,,,0,1,SIRS Kemenkes,2026-LIVE
3515135,RS Bantuan 05.08.03 Sidoarjo,JL DR SOETOMO NO 2,0318964610,3515,D,tni_polri,TNI AD,RSU,-7.441613,112.725197,1,0,SIRS Kemenkes,2026-LIVE
3578777,RS Universitas Airlangga,Jl. Dharmahusada Permai,031-5916290,3578,B,pemerintah,Kementerian Lain,RSU,-7.269256,112.785151,1,0,SIRS Kemenkes,2026-LIVE
3578778,RS National Hospital,Jl. Boulevard Famili Selatan kav 1,031 - 2975777,3578,B,swasta,SWASTA/LAINNYA,RSU,-7.299557,112.676761,1,0,SIRS Kemenkes,2026-LIVE
3578779,RS Ibu dan Anak Lombok Dua Dua,Jl. Flores No. 12,031- 5022044,3578,C,swasta,Perusahaan,RSIA,-7.278488,112.748936,1,0,SIRS Kemenkes,2026-LIVE
3517025,RS Airlangga Jombang,Jl. Airlangga No 50 C,0321-861577 / 0,3517,D,swasta,SWASTA/LAINNYA,RSU,-7.549026,112.242568,1,0,SIRS Kemenkes,2026-LIVE
3517091,RS Umum dr. Moedjito Dwidjosiswojo,Jl. Hayam Wuruk No. 09,0321-864308,3517,D,swasta,Perusahaan,RSU,-7.542849,112.243476,1,0,SIRS Kemenkes,2026-LIVE
3517092,RS Muhammadiyah Jombang,Jl. Dr. Soetomo No. 15,0321-853480,3517,D,swasta,Organisasi Islam,RSU,-7.780861,112.032093,1,0,SIRS Kemenkes,2026-LIVE
3512036,RS Umum Daerah Besuki Kabupaten Situbondo,Jl. Olah Raga No 55,0338-89111889,3512,D,pemerintah,Pemkab,RSU,,,0,1,SIRS Kemenkes,2026-LIVE
3517093,RS Al-Aziz,Jl. Raya Tembelang,0321-853757,3517,D,swasta,Organisasi Islam,RSU,-7.482361,112.231253,1,0,SIRS Kemenkes,2026-LIVE
3514052,RS Umum Bhayangkara Pusdik Brimob,JALAN RAYA WATUKOSEK,,3514,C,tni_polri,POLRI,RSU,-7.56831,112.65967,1,0,SIRS Kemenkes,2026-LIVE
3521014,RS Umum Widodo,"Jl. Yos Sudarso, No 8",0351-746777,3521,C,swasta,SWASTA/LAINNYA,RSU,-7.406308,111.444266,1,0,SIRS Kemenkes,2026-LIVE
3516034,RS Dharma Husada,Jl. Raya Ngoro 192,0321-6817833,3516,D,swasta,SWASTA/LAINNYA,RSU,-7.554345,112.623511,1,0,SIRS Kemenkes,2026-LIVE
3516036,RS Mutiara Hati Mojokerto,Jl. Raya Kemantren Wetan No.49,0321-363442,3516,D,swasta,SWASTA/LAINNYA,RSU,-7.455406,112.418984,1,0,SIRS Kemenkes,2026-LIVE
3504073,RS Putra Waspada Tulungagung,Jl. Jayeng Kusuma No 66,0355-335550,3504,C,swasta,SWASTA/LAINNYA,RSU,-8.025795,111.92014,1,0,SIRS Kemenkes,2026-LIVE
3520014,RS Ibu dan Anak Sekar Wangi,Jl. Gubernur Suryo No. 46-48,0351-895853,3520,C,swasta,SWASTA/LAINNYA,RSIA,-7.645606,111.348351,1,0,SIRS Kemenkes,2026-LIVE
3516037,RS Umum Kartini,Jl. Airlangga 137,0321-592261,3516,D,swasta,Organisasi Sosial,RSU,-7.523654,112.556498,1,0,SIRS Kemenkes,2026-LIVE
3507104,RS Prima Husada,Perum Banjararum Selatan No.3-7,0341-458679,3507,C,swasta,SWASTA/LAINNYA,RSU,-7.952794,112.63017,1,0,SIRS Kemenkes,2026-LIVE
3578780,RS Orthopedi dan Traumatologi Surabaya,EMERALD MANSION TX 10,031 - 57431574,3578,C,swasta,Perusahaan,RSK Orthopedi,-7.299774,112.662241,1,0,SIRS Kemenkes,2026-LIVE
3529026,RS Esto Ebhu,Jl.Dr Cipto no 38,081234888838,3529,C,swasta,SWASTA/LAINNYA,RSU,-7.01526,113.86378,1,0,SIRS Kemenkes,2026-LIVE
3507105,RS Lawang Medika,Jl. Dr. Cipto No.8,0341-420888,3507,D,swasta,SWASTA/LAINNYA,RSU,-7.853294,112.691965,1,0,SIRS Kemenkes,2026-LIVE
3515136,RS Mata Fatma,Jl. Raya Kalijaten No. 40,(031) 7879857,3515,C,swasta,SWASTA/LAINNYA,RSK Mata,-7.353024,112.691267,1,0,SIRS Kemenkes,2026-LIVE
